Code article,Désignation,Marque,Modèle,Couleur,Nom fournisseur,Famille,سعر الشراء,Detail - القطاعي - LYD - Lybia,Gros -  الجملة - LYD - Lybia,النوع, مخزن 11 يونيو,مخزن السراج,جنزور
AB10360,خزانة حمام أبيض ,سانيتاري ويرز,8110,أبيض,دار الخزف للمواد الصحية (السراج),خزانة حمام,280,400,320,بي في سي,0,-1,0
AM40361,مراية دولاب حمام -80 سم ,سانيتاري ويرز,8110,أبيض,دار الخزف للمواد الصحية (السراج),مراية دولاب,175,250,250,بي في سي,0,-1,0
EL10721,حوض مطبخ ستانلس ستيل   304 أسود  65 * 45 سم,أسيل,AS3468,أسود,شركة النخبة الفريدة لاستيراد مواد البناء,حوض مطبخ ستانلس ستيل,480,720,670,فردي,0,-1,0
ATWC50388,وصلة بتارية مدفونة 22 سم,سانيتاري ويرز,,أسود,مجموعة الشريف,ملحقات مقاعد,21.5,75,60,دائري,-1,0,0
ML30744,مرايا حمام مع إضاءة لد-عرض60*80 سم,ديولو,DE 022,,شركة النخبة الفريدة لاستيراد مواد البناء,مراية مضيئة,81,150,110,لاد,0,-1,0
AM0838,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,9622,أبيض,دار الخزف للمواد الصحية (11 يونيو),دولاب حمام,700,1000,900,بي في سي,1,-2,0
AB10839,خزانة حمام أبيض ,سانيتاري ويرز,9622,أبيض,دار الخزف للمواد الصحية (11 يونيو),خزانة حمام,270,430,420,بي في سي,1,-2,0
AB10842,خزانة حمام أبيض ,سانيتاري ويرز,9614,أبيض,دار الخزف للمواد الصحية (11 يونيو),خزانة حمام,270,430,420,بي في سي,0,-1,0
PE30423, شيمة جبس ,سرسانيت,,أبيض,مجموعة بن عمر BEN AMOR Group,استوك الجدران,10,20,18,,0,-1,0
ART0764,مصب دوش بالتحويلة كروم انحاس,ليسو,11-079,كروم,دار الخزف للمواد الصحية (11 يونيو),مصب دوش,75,150,120,دائري,-1,0,0
ARSB80793,كسكاس دوش مربع شريحة 250*250 مم مع قصبة كروم,ليسو,JR133-1C,كروم,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,95,240,240,مربع,-1,0,0
ARSB80522,طوبو شطاف 120 سم كروم,سانيتاري ويرز,VG023,كروم,دار الخزف للمواد الصحية (السراج),طوبو شطاف,20,40,40,,-1,0,0
AM0825,حوض وجه مع دولاب حمام مع مراية -100 سم ,سانيتاري ويرز,9928,رصاصي,دار الخزف للمواد الصحية (11 يونيو),دولاب حمام,1395,2000,2000,بي في سي,0,-1,0
FAB1064,تصنيع حوض مع قاعدة برسلين,الشركة العالمية للتصدير و الإستيراد,,,مصنع برسلين,التصنيع,2500,3000,3000,,-1,0,0
FAB1089,تصنيع قاعدة برسلين,الشركة العالمية للتصدير و الإستيراد,,,مصنع برسلين,التصنيع,1100,1400,1400,,-1,0,0
RA20083, طوبو2''(1) متر,الرطيل,جي أم GM,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مواسير - طوبو,5.833,12,9,,0,-0.75,0
ML10004,خلاط حوض وجه كروم ,توريما,EDGE 8E33011-093,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,305,470,375,,0,0,0
ML10005,خلاط حوض وجه كروم ,توريما,TAG 8L33011-093,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,235,360,290,,0,0,0
ML10006,خلاط حوض وجه كروم ,توريما,VELVET 8V33011-093,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,425,640,600,,0,0,0
ME10010,خلاط حوض المطبخ شجرة كروم,توريما,THEOS 9253411-040,كروم,  شركة أجياد ليبيا ,خلاط حوض المطبخ شجرة,225,340,270,دائري,0,0,0
ARSB80012,كسكاس دوش مربع 250*250 مم كروم,توريما,0149511-T40,كروم,  شركة أجياد ليبيا ,كسكاس دوش,125,200,160,مربع,0,0,0
ARSB80013,كسكاس دوش مربع 250*250 مم كروم,توريما,IH056CRSC,كروم,  شركة أجياد ليبيا ,كسكاس دوش,125,200,160,مربع,0,0,0
ML10016,خلاط حوض وجه كروم,رايمر,L12L52,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,خلاط حوض وجه,380,500,420,,0,0,0
ML10020,خلاط حوض وجه كروم ,فينوس,PEARL,كروم,شركة لمسات البناء,خلاط حوض وجه,147.233,170,145,,0,0,0
ML10022,خلاط حوض وجه شلال طويل كروم,سانيتاري واير,XSDD012458,كروم,تولين للبضائع الأوروبية,خلاط حوض وجه,163,340,260,طويل,0,0,0
ML10024,خلاط حوض وجه  15 سم كروم ,شيزا,TULIP,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,185,260,180,قصير,0,0,0
ML10027,خلاط حوض وجه  15 سم كروم ,شيزا,STORM,كروم,  شركة أجياد ليبيا ,خلاط حوض وجه,135,230,180,قصير,0,0,0
ML10028,خلاط حوض وجه كروم ,فينوس,CALVIN B2,كروم,شركة لمسات البناء,خلاط حوض وجه,213,330,280,,0,0,0
ML10030,خلاط حوض وجه طويل 17 سم كروم,رايمر,EY12A,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,خلاط حوض وجه,395,540,470,طويل,0,0,0
ML10031,خلاط حوض وجه طويل كروم,يولي,,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض وجه,85,150,130,طويل,0,0,0
ML10032,خلاط حوض وجه شلال قصير كروم,سانيتاري واير,8879-5,كروم,شركة لمسات البناء,خلاط حوض وجه,95,150,120,قصير,0,0,0
ML10034,خلاط حوض وجه شلال طويل ذهبي,سانيتاري واير,XSDD014549,ذهبي,تولين للبضائع الأوروبية,خلاط حوض وجه,163,380,290,طويل,0,0,0
ML10040,خلاط حوض وجه كروم,فيرونا ,VE75410,كروم,شركة البهراء العالمية الحديثة,خلاط حوض وجه,68,120,100,,0,0,0
ML10042,خلاط حوض وجه طويل مربع كروم,نيو !,7-8,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض وجه,110,170,140,طويل,0,0,0
ML10044,خلاط حوض وجه طويل كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض وجه,135,230,190,طويل,0,0,0
ML10045,خلاط حوض وجه كروم ,أيولي,VIDA,كروم,شركة ولاء الأولى,خلاط حوض وجه,255,280,230,,0,0,0
ML10047,خلاط حوض وجه كروم ,ب س,PLS-61-F,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض وجه,88,130,110,,0,0,0
ML10048,خلاط حوض وجه كروم ,هيادياو,HD-5116,كروم,شركة لمسات البناء,خلاط حوض وجه,125,190,170,قصير,0,0,0
ML10049,خلاط حوض وجه كروم ,هيادياو,HD-5114A,كروم,شركة لمسات البناء,خلاط حوض وجه,218,330,270,قصير,0,0,0
ML10050,خلاط حوض وجه ذهبي ,فيرمر,YLN18558-1G,ذهبي,شركة لمسات البناء,خلاط حوض وجه,105,170,135,,0,0,0
ML10051,خلاط حوض وجه أسود ,فيرمر,YLN18560-1H,أسود,شركة لمسات البناء,خلاط حوض وجه,105,150,120,,0,0,0
ML10055,خلاط حوض وجه مضيء كروم,ليفرنو هوم,,كروم,تولين للبضائع الأوروبية,خلاط حوض وجه,115,210,160,لاد,0,0,0
MD20006,خلاط دوش أسود,شيزا,NOVA,أسود,شركة لمسات البناء,خلاط دوش,265,410,340,,0,0,0
MD20009,خلاط دوش كروم,شيزا,STORM,كروم,  شركة أجياد ليبيا ,خلاط دوش,150,240,190,,0,0,0
MD20010,خلاط دوش كروم,شيزا,NOVA,كروم,  شركة أجياد ليبيا ,خلاط دوش,280,260,210,,0,0,0
MD20012,خلاط دوش مع سماعة كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط دوش,80,130,105,,0,0,0
MD20056,خلاط دوش مع سماعة كروم,فرامو,MA212CR,كروم,شركة المضمونة للبناء,خلاط دوش,220,450,270,,0,0,0
MD20057,خلاط دوش مع سماعة كروم,أيولي,STILE,كروم,شركة ولاء الأولى,خلاط دوش,210,330,260,,0,0,0
MD20058,خلاط دوش مع سماعة كروم,فرامو,HO202CR,كروم,شركة المضمونة للبناء,خلاط دوش,325,450,450,,0,0,0
MT30063,خلاط شطاف مع شطاف كروم ,شيزا,STORM,كروم,  شركة أجياد ليبيا ,خلاط شطاف,105,210,170,,0,0,0
MT30066,خلاط شطاف كروم ,توريما,8G25211-043,كروم,  شركة أجياد ليبيا ,خلاط شطاف,155,300,250,,0,0,0
MT30068,خلاط شطاف مع شطاف دائري كروم,بريمكس,2066,كروم,شركة لمسات البناء,خلاط شطاف,175,290,220,دائري,0,0,0
ARSB80071,شطاف ظغط مع طوبو كروم,فينوس,AHF02,كروم,شركة لمسات البناء,شطاف,73,115,95,دائري,0,0,0
ARSB80073,شطاف ظغط دائري مع طوبو كروم,سانيتاري ويرز,,كروم,شركة لمسات البناء,شطاف,45,90,60,دائري,0,0,0
ARSB80076,شطاف ظغط دائري مع طوبو كروم,مونتانا س.ل,MT-3101,كروم,شركة المضمونة للبناء,شطاف,32.25,45,30,دائري,0,0,0
ARSB80080,شطاف ظغط دائري مع طوبو كروم,فينوس,AHF14,كروم,شركة لمسات البناء,شطاف,43,85,70,دائري,0,0,0
ARSB80084,شطاف ظغط دائري بلاستك مع طوبو أَبْيَض,فينوس,AHF10,أبيض,شركة لمسات البناء,شطاف,24,50,35,دائري,0,0,0
ARSB80086,شطاف ظغط دائري مع طوبو أسود,توريما,,أسود,  شركة أجياد ليبيا ,شطاف,150,330,260,دائري,0,0,0
ARSB80087,شطاف ظغط مربع مع طوبو كروم,توريما,1372-03330-026,كروم,  شركة أجياد ليبيا ,شطاف,115,180,150,مربع,0,0,0
ARSB80088,شطاف ظغط دائري مع طوبو كروم,توريما,,كروم,  شركة أجياد ليبيا ,شطاف,31,110,65,دائري,0,0,0
CD40095,مسطرة دوش زوجية كروم,فينوس,,كروم,شركة لمسات البناء,مسطرة دوش,189,290,235,,0,0,0
CD40096,مسطرة دوش زوجية كروم,ميتا فورم,PERFECT H28,كروم,شركة لمسات البناء,مسطرة دوش,143,215,180,,0,0,0
CD40098,مسطرة دوش زوجية مربعة كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,345,520,420,مربع,0,0,0
CD40102,مسطرة دوش زوجية كروم,فينوس,3227,كروم,شركة لمسات البناء,مسطرة دوش,255,350,315,,0,0,0
CD40103,مسطرة دوش زوجية كروم,فينوس,3229,كروم,شركة لمسات البناء,مسطرة دوش,195,295,240,,0,0,0
CD40104,مسطرة دوش زوجية كروم,فينوس,,كروم,شركة لمسات البناء,مسطرة دوش,255,350,315,,0,0,0
CD40106,مسطرة دوش زوجية كروم,باست,,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,92,150,115,,0,0,0
CD40107,مسطرة دوش زوجية كروم,ازورا ربنتري,,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,92,120,110,,0,0,0
CD40108,مسطرة دوش زوجية كروم,باست,,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,86,150,115,,0,0,0
CD40112,مسطرة دوش زوجية مع خلاط دجتل كروم,يولي,,كروم,شركة لمسات البناء,مسطرة دوش,255,400,315,,0,0,0
CD40113,مسطرة دوش لاد مع خلاط كروم,ا بي ام انترناشونال,,كروم,شركة لمسات البناء,مسطرة دوش,425,570,520,,0,0,0
MA20115,خلاط حوض المطبخ سحاب أسود,سانيتاري ويرز,XSDD010255,أسود,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,138,300,170,,0,0,0
MA20116,خلاط حوض المطبخ سحاب ذهبي,سانيتاري ويرز,,ذهبي,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,237,450,295,,0,0,0
MA20117,خلاط حوض المطبخ دبل سحاب أسود,سانيتاري ويرز,BO1130-3BN-1S,أسود,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,213,450,265,,0,0,0
MA20119,خلاط حوض المطبخ سحاب رَمَادِي,سانيتاري ويرز,,رصاصي,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,213,450,265,,0,0,0
MA20120,خلاط حوض المطبخ دبل سحاب أسود,سانيتاري ويرز,XSDD010582,أسود,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,180,450,230,,-1,1,0
MA20123,خلاط حوض المطبخ سحاب مع حساس اوتوماتيكي أسود,سانيتاري ويرز,CP969-33B-1P-SS-DE,أسود,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,163,350,230,,0,0,0
MA20124,خلاط حوض المطبخ سحاب أسود,بريمكس,5152H,أسود,شركة لمسات البناء,خلاط حوض المطبخ سحاب,213,400,310,,0,0,0
MA20125,خلاط حوض المطبخ سحاب كروم,بريمكس,6214D,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,213,300,240,,0,0,0
MA20126,خلاط حوض المطبخ سحاب كروم,بريمكس,6174D,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,213,280,230,,0,0,0
MA20128,خلاط حوض المطبخ سحاب كروم,بريمكس,6144,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,265,400,325,,0,0,0
MA20129,خلاط حوض المطبخ سحاب كروم,بريمكس,11067B,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,210,330,260,,0,0,0
MA20007,خلاط حوض المطبخ سحاب كروم,كاسكاد,C8923,كروم,شركة لمسات البناء,خلاط حوض المطبخ سحاب,350,525,430,,0,0,0
ME10008,خلاط حوض المطبخ شجرة كروم,نوبلي,BS1011034CR,كروم,,خلاط حوض المطبخ شجرة,235,360,290,,0,0,0
MA20009,خلاط حوض المطبخ سحاب كروم,شهاب,BERMOODA AS-351487504,كروم,شركة المضمونة للبناء,خلاط حوض المطبخ سحاب,380,570,500,,0,0,0
MM30011,خلاط حوض المطبخ حائطي كروم,اعتماد,MEGA 546,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),خلاط حوض المطبخ حائطي,130,200,165,,0,0,0
ME10013,خلاط حوض المطبخ شجرة كروم,اعتماد,KAPPA 593,كروم,شركة المضمونة للبناء,خلاط حوض المطبخ شجرة,110,170,140,,0,0,0
MA20013,خلاط حوض المطبخ سحاب كروم مطفي,سانيتاري ويرز,,كروم مطفي,مصنع خلاطات و أكسسوارات الصين,خلاط حوض المطبخ سحاب,129,280,195,,0,0,0
MA20016,خلاط حوض المطبخ سحاب كروم أسود,فيرونا ,VE00370,كروم,شركة أنوار طرابلس,خلاط حوض المطبخ سحاب,230,350,285,دائري,0,0,0
ME10017,خلاط حوض المطبخ شجرة كروم,فرامو,MA123CR,كروم,شركة المضمونة للبناء,خلاط حوض المطبخ شجرة,191,285,240,,0,0,0
ME10018,خلاط حوض المطبخ شجرة كروم,فينوس,SVS1,كروم,شركة المضمونة للبناء,خلاط حوض المطبخ شجرة,110,165,140,,0,0,0
MM30019,خلاط حوض المطبخ حائطي كروم,فينوس,DELMA,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),خلاط حوض المطبخ حائطي,120,170,150,,0,0,0
MM30022,خلاط حوض المطبخ حائطي كروم,فينوس,PEARL,كروم,شركة لمسات البناء,خلاط حوض المطبخ حائطي,115,175,145,,0,0,0
MA20031,خلاط حوض المطبخ سحاب أسود,سانيتاري ويرز,,أسود,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,168,370,210,,0,0,0
MA20033,خلاط حوض المطبخ سحاب كروم,سانيتاري ويرز,,كروم,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,168,360,210,,0,0,0
ME10037,خلاط حوض المطبخ شجرة لاد كروم,ليفرنو هوم,,كروم,تولين للبضائع الأوروبية,خلاط حوض المطبخ شجرة,125,250,160,,0,0,0
MA20043,خلاط حوض المطبخ سحاب نحاسي,سانيتاري ويرز,,برنزي,تولين للبضائع الأوروبية,خلاط حوض المطبخ سحاب,168,360,210,,0,0,0
MDE50048,خلاط دوش مدفون كروم ,توريما,8G01011-093,كروم,  شركة أجياد ليبيا ,خلاط دوش مدفون,235,410,325,مربع,0,0,0
ARSB80054,كسكاس دوش دائري 300 مم مع قصبة كروم,موباكس,DAS-610,كروم,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,140,190,165,دائري,0,0,0
ARSB80056,كسكاس دوش مربع 300*300 مم كروم,فينوس,UTS12,كروم,شركة لمسات البناء,كسكاس دوش,68,140,110,مربع,0,0,0
ARSB80057,كسكاس دوش مربع 200*200 مم كروم,فينوس,SSH08,كروم,شركة لمسات البناء,كسكاس دوش,85,135,110,مربع,0,0,0
ARSB80058,كسكاس دوش دائري 200 مم كروم,فينوس,UTR8,كروم,شركة لمسات البناء,كسكاس دوش,37,70,51,دائري,0,0,0
ARSB80059,كسكاس دوش مربع 250*250 مم كروم,فينوس,SSHS10,كروم,  شركة أجياد ليبيا ,كسكاس دوش,133,200,165,مربع,0,0,0
ARSB80063,كسكاس دوش دائري 300 مم كروم,ستورم,MSR1230,كروم,شركة النهضة كرزاز,كسكاس دوش,88,150,115,دائري,0,0,0
ARSB80064,كسكاس دوش مربع 200*200 مم كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,45,85,60,مربع,0,0,0
ARSB80066,كسكاس دوش مربع 300*300 مم مع قصبة كروم,شيزا,,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,كسكاس دوش,135,200,170,مربع,0,0,0
ARSB80097,مصب دوش بدون تحويلة كروم,بريمكس,J008D,كروم,شركة لمسات البناء,مصب دوش,58,100,75,,0,0,0
ARSB80101,مصب دوش مع تحويلة كروم,بريمكس,J006D,كروم,شركة لمسات البناء,مصب دوش,77,125,110,دائري,0,0,0
ARSB80102,مصب دوش مع تحويلة كروم,دانيال,K4702CR,كروم,مجموعة العربي,مصب دوش,255,380,315,دائري,0,0,0
ARSB80105,مصب دوش مع تحويلة كروم,دانيال,SK4702CR,كروم,مجموعة العربي,مصب دوش,360,470,435,مربع,0,0,0
ARSB80107,مصب قصير دوش مع تحويلة كروم,دانيال,SK4702CR,كروم,  شركة أجياد ليبيا ,مصب دوش,215,300,270,مربع,0,0,0
ARSB80112,قصبة دوش مربعة 43 سم كروم,فينوس,,كروم,شركة لمسات البناء,قصبة دوش,42,75,60,مربع,0,0,0
ARSB80117,مصب دوش مع تحويلة كروم,فينوس,RACHEL D1,كروم,شركة لمسات البناء,مصب دوش,113,170,145,,0,0,0
ARSB80118,مصب دوش مع تحويلة ليفة كروم,فينوس,CALVIN K,كروم,شركة لمسات البناء,مصب دوش,81,130,105,,0,0,0
ARSB80119,مصب دوش مع تحويلة كروم,فورتميكس,,كروم,شركة لمسات البناء,مصب دوش,85,150,120,دائري,0,0,0
ARSB80121,قصبة دوش 40 سم سقفية كروم,دانيال,A557QCM40,كروم,مجموعة العربي,قصبة دوش,225,350,320,مربع,0,0,0
ARSB80127,سماعة دوش مع طوبو كروم,رايمر,339N317MDI,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,سماعة دوش,110,170,140,دائري,0,0,0
ARSB80131,قصبة دوش 35 سم كروم,سانيتاري ويرز,,كروم,شركة لمسات البناء,قصبة دوش,39,75,55,,0,0,0
AEVE20141,رأس سيفوني 1 ''1/4 كروم,فينوس,1083,كروم,شركة لمسات البناء,رأس سيفوني,2,50,35,دائري,0,0,0
ARSB80143,قصبة دوش مربعة 40 سم ذهبي,توريما,0324433-T40,ذهبي,  شركة أجياد ليبيا ,قصبة دوش,340,500,415,,0,0,0
ARSB80148,مصب دوش مع تحويلة كروم,فينوس,RACHEL D1S,كروم,شركة لمسات البناء,مصب دوش,110,160,140,,0,0,0
ARSB80151,قصبة دوش 33 سم كروم,توريما,0324611-T40,كروم,  شركة أجياد ليبيا ,قصبة دوش,78,130,100,دائري,0,0,0
PSB10153, خلاط مع سماعة مع مسطرة دوش زوجية كروم,سانيتاري ويرز,,كروم,,طقم حمام,312,500,430,,0,0,0
AASB30154,موزع صابون كروم,فينوس,SD11C,كروم,شركة لمسات البناء,اكسسوارات,28,50,36,حائطي,0,0,0
AASB30155,حاملة فرشاة أسنان كروم,فينوس,BA702,كروم,شركة لمسات البناء,اكسسوارات,44,75,52,دائري,0,0,0
WP20156,مقعد أرضي ملحوم تورىيدو أبيض,ب.أمور,SH-6201,أبيض,South Villa,مقعد أرضي,543,760,655,دائري,0,0,0
WP20158,مقعد أرضي ملحوم طويل أبيض,ب.أمور,SH-9009,أبيض,South Villa,مقعد أرضي,461,800,560,دائري,0,0,0
WP20160,مقعد أرضي ملحوم سداسي مدفع أبيض,ب.أمور,SH-276-P,أبيض,South Villa,مقعد أرضي,450,570,520,مربع,0,0,0
WS10165,مقعد معلق تورنيدو أبيض ,ب.أمور,SH-024,أبيض,South Villa,مقعد معلق,390,700,550,دائري,0,0,0
WP20166,مقعد أرضي ملحوم بيضوي أبيض,ب.أمور,SH-GA801,أبيض,South Villa,مقعد أرضي,610,1050,850,دائري,0,0,0
WS10167,مقعد معلق رايملس رصاصي ,ب.أمور,SH-A001-MG,رصاصي,South Villa,مقعد معلق,565,750,680,دائري,0,0,0
WS10173,مقعد معلق أبيض,ب.أمور,SH-M206,أبيض,South Villa,مقعد معلق,280,480,400,مربع,0,0,0
WS10174,مقعد معلق رايملس أبيض ,تركواز سيراستايل,NOURA,أبيض,شركة الصداقة,مقعد معلق,584,820,770,مربع,0,0,0
ARSB80175,مخرج شطاف مع علاق كروم,دانيال,A547,كروم,مجموعة العربي,مخرج شطاف,135,200,170,مربع,0,0,0
VS10176,حوض وجه معلق أبيض,ب.أمور,SH-116,أبيض,South Villa,حوض وجه معلق,129.5,320,250,معلق,0,0,0
VS10180,حوض وجه معلق رخامي أبيض,ب.أمور,SH-P128MGL,أبيض,South Villa,حوض وجه معلق,230,340,300,معلق,0,0,0
AM0183,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,ML-01-80,رصاصي,XUCHANG MINGLAI TECHNOLOGY,دولاب حمام,380,600,520,بي في سي,0,0,0
AM0184,حوض وجه مع دولاب حمام -60 سم,سانيتاري ويرز,ML-02-60,أبيض,XUCHANG MINGLAI TECHNOLOGY,دولاب حمام,380,620,530,بي في سي,0,0,0
VS10190,حوض وجه معلق -80 سم,تركواز سيراستايل,MONA,أبيض,شركة الصداقة,حوض وجه معلق,315,460,390,مربع,0,0,0
WP20192,مقعد أرضي أبيض,ايجا فتريفاي,KAPAYA,أبيض,مجموعة الخليج,مقعد أرضي,310,430,385,دائري,0,0,0
AM40193,مراية دولاب حمام -60 سم ,سانيتاري ويرز,ML-01-60,رصاصي,XUCHANG MINGLAI TECHNOLOGY,مراية دولاب,100,150,135,بي في سي,0,0,0
